,Skimmer Preselection,HLT
data,271291.0,198833.0
ttbar,6206.535453104202,6051.802797943173
ttlep,2910.9984569020694,2755.198268598854
diboson,182.36701485915313,159.48990824134094
vjets,5761.342275145689,4567.665022874735
novhhtobb,124.80357666190054,120.45489352311955
tthtobb,35.66168520484512,35.02244001547791
vhtobb,41.076221475350124,39.56732666240277
