,Skimmer Preselection,HLT
data,300842.0,258573.0
ttbar,21673.44881105121,17167.91030828967
gghtobb,92.54271261788543,83.10769689906428
vbfhtobb,14.130936796349534,12.774478234950685
vhtobb,45.97077669416219,41.91686784432793
novhhtobb,106.67364941423494,95.88217513401497
tthtobb,55.583415766136795,50.09025487205561
diboson,214.23779804720465,179.00177343186343
vjets,5863.763647131269,4657.1490628644915
hh4b,1.240979024073552,1.1970924021687022
