,Skimmer Preselection,HLT
data,675784.0,595306.0
ttbar,47044.18592249217,37177.53376312914
gghtobb,194.56785144652008,175.00396938635745
vbfhtobb,28.890502422321774,26.37248458674958
vhtobb,96.78689447049308,87.43730736496087
novhhtobb,223.45835386884184,201.37645397310703
tthtobb,125.15647821822053,112.32209422269028
diboson,440.11383008367056,371.03071190165326
vjets,12249.341542603364,9864.730104530876
hh4b,2.6732188999518938,2.5905560905720035
