,Skimmer Preselection,HLT,H1Msd > 40 & Pt > 300,Bin VBF [110-140],Bin VBF,Bin 1,Bin 1 [110-140],VBF & Bin 1 overlap,Bin 2,Bin 2 [110-140],Bin 3,Bin 3 [110-140]
qcd,606277.0787447054,409570.31241585675,385490.3092706647,0.04918576827646793,4.414971838918546,0.3554069192375336,0.01702852496655848,0.0,41.83219852750235,12.948246857611695,209551.74487366198,45726.155366537794
data,734710.0,610646.0,563197.0,1.0,6.0,7.0,1.0,0.0,83.0,20.0,320163.0,67335.0
ttbar,52530.60417093288,40562.31909431327,39598.26707665602,0.26835416286968444,2.441192247624186,2.068598367498278,0.46852385791192996,0.0,24.901825986553316,6.528776383808335,25520.40087089002,5688.959665467856
gghtobb,205.61246161124257,181.596637853078,176.25805782916356,0.013619196805218402,0.046807337372137645,0.06120126549652081,0.017909877254863767,0.0,0.4034696234430706,0.10296446967020602,167.55037630385604,36.98380065945523
vbfhtobb,30.337273243208184,27.2137068284613,26.253354827116276,0.0,0.028605423015075303,0.0009160545993321051,0.0,0.0,0.03250331125026709,0.015729446248344495,24.606816860805708,4.432215753973663
vhtobb,102.895923922917,91.19327414740934,87.91872213482249,0.027182978971174228,0.14038069281195664,0.5052229946432272,0.0426906664328229,0.0,1.0938862871303843,0.1799501813687746,82.83724451487964,7.274736726526626
novhhtobb,235.94973485445067,208.81034468153933,202.51141265627987,0.013619196805218402,0.07541276038721295,0.06211732009585291,0.017909877254863767,0.0,0.43597293469333764,0.11869391591855051,192.15719316466175,41.4160164134289
tthtobb,130.73784317424128,116.0190979026961,112.4451180095067,0.029169800053185167,0.10042804058955895,0.11253434489668529,0.02449411493458365,0.0,1.086457866147671,0.2748986651390909,89.70236162268576,20.39487838683615
diboson,505.6031693214926,406.7846180686919,377.3891875658703,0.0,0.023949364529651348,0.0,0.0,0.0,0.3152592751043185,0.014399266327774324,222.56782730953887,22.877580647635476
vjets,14353.217272762748,10810.212623774674,10029.656878363088,0.0,0.11094724982506392,0.0,0.0,0.0,0.8416156000307251,0.03370336634375678,6070.065559642425,1248.3320197807939
hh4b,2.735108644208849,2.6339624257316108,2.533316775700913,0.03693968803464186,0.05033375638823314,0.20612222150052328,0.15949686072302688,0.0,0.3984014270152166,0.2816626511783326,1.8543260429133155,0.9262182120039185
