,Skimmer Preselection,HLT
data,840355.0,581046.0
ttbar,20004.99737144367,16383.256483674739
ttlep,9133.459790007686,8708.347638742
hh4b,4.104822860836533,3.034693731984814
novhhtobb,413.4148407135409,400.4133908420412
vhtobb,136.39703298725934,131.18861804080524
vbfhh4b,0.09033313621335815,0.08941406903647857
diboson,275.4863967168985,228.0280297619492
vjets,18761.632210041746,15080.578335104243
qcd,711776.7367158359,242823.87390354712
